Nov 10 05:36:44.607[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(1) ⎆ sdk/pkg/networkservice/utils/metadata/metaDataClient.Request()
Nov 10 05:36:44.607[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(1.1)   request={"connection":{"id":"productpage-v1-689464fb8b-xvzr9-0","network_service":"autoscale-istio-proxy@my.cluster2","mechanism":{"cls":"LOCAL","type":"KERNEL","parameters":{"inodeURL":"file:///proc/thread-self/ns/net","name":"nsm-1"}},"context":{"ip_context":{"src_ip_addrs":["172.16.1.3/32"],"dst_ip_addrs":["172.16.1.2/32"],"src_routes":[{"prefix":"172.16.1.2/32"}],"dst_routes":[{"prefix":"172.16.1.3/32"}],"excluded_prefixes":["10.96.0.0/16","10.244.0.0/16"]},"dns_context":{"configs":[{"dns_server_ips":["172.16.1.2"]},{"dns_server_ips":["10.96.0.10"],"search_domains":["default.svc.cluster.local","svc.cluster.local","cluster.local"]}]},"MTU":1440},"labels":{"app":"productpage","nodeName":"kind-1-worker","podName":"productpage-v1-689464fb8b-xvzr9"},"path":{"path_segments":[{"name":"productpage-v1-689464fb8b-xvzr9","id":"productpage-v1-689464fb8b-xvzr9-0","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvZGVmYXVsdC9wb2QvcHJvZHVjdHBhZ2UtdjEtNjg5NDY0ZmI4Yi14dnpyOSIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItOGJmcXciXSwiZXhwIjoxNjY4MDU5MDgzfQ.5VtTvH9k6aLHC9U0Qt02Qucy-oJ8IuVKkT4_kHW28hWi95J3GBKeO2JC8mScz5cKtn03uYsx8j72WeE9gna0ug","expires":{"seconds":1668059083,"nanos":349253732}},{"name":"nsmgr-8bfqw","id":"51603155-219d-47a2-9cc2-bfbf050658bd","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItOGJmcXciLCJhdWQiOlsic3BpZmZlOi8vbnNtLmNsdXN0ZXIxL25zL25zbS1zeXN0ZW0vcG9kL2ZvcndhcmRlci12cHAtc25rZ3IiXSwiZXhwIjoxNjY4MDU5MDgzfQ.AktGpJD09yfvhyBfkLC446exQZ9OQSBEUT_IdRcAIHrwgzBWrQCrb3srnB9zYTXSlrI0E6sezAeURMR1Y4u-5g","expires":{"seconds":1668059083,"nanos":529875268}},{"name":"forwarder-vpp-snkgr","id":"f9631dce-0a87-4907-8fcb-90e79362760d","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvZm9yd2FyZGVyLXZwcC1zbmtnciIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItcHJveHktODQ0OTliYmM2OS1oOGhueCJdLCJleHAiOjE2NjgwNTkwODN9.I1PjyyokUIhwLqoPKu9VzpHTN25Sb7-5zup_uL29k8Il0LkfXICeMOUQ_0MTMemh51_t-hLbqj-Bc3G_CT1uuw","expires":{"seconds":1668059083,"nanos":815744989},"metrics":{"client_drops":"0","client_rx_bytes":"0","client_rx_packets":"0","client_tx_bytes":"31681168","client_tx_packets":"304611","server_drops":"28","server_rx_bytes":"13405852","server_rx_packets":"304639","server_tx_bytes":"13404660","server_tx_packets":"304611"}},{"name":"nsmgr-proxy-84499bbc69-h8hnx","id":"3a62e2b8-e9dd-4874-afb1-7d42d5ac5676","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItcHJveHktODQ0OTliYmM2OS1oOGhueCIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItcHJveHktODRjNjZjYjU0ZC03amNxNiJdLCJleHAiOjE2NjgwNTkwODN9.pF1LVsLynG2aQP_YO6lGCuNeI8pE9H-DTovZpOI-lr__CzzVdr70flTb4W0gGnmZgDxEojAIkv-7rUzmAtMuHw","expires":{"seconds":1668059083,"nanos":835428538}},{"name":"nsmgr-proxy-84c66cb54d-7jcq6","id":"a8558493-9539-4107-84aa-9f7ca99feeff","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItcHJveHktODRjNjZjYjU0ZC03amNxNiIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItOHo4MjkiXSwiZXhwIjoxNjY4MDU5MDgzfQ.UslDkLn5EbHneCJzl8DCwpQ84c9f-hbyPfjUy6d6O2X2YA8ZfD-Pw3OZnVRY0Y8dKxVmio3u0KJfqueyU-NAnw","expires":{"seconds":1668059083,"nanos":944696281}},{"name":"nsmgr-8z829","id":"ee2152a0-c1d4-4843-a9da-6e42e61da1b7","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItOHo4MjkiLCJhdWQiOlsic3BpZmZlOi8vbnNtLmNsdXN0ZXIyL25zL25zbS1zeXN0ZW0vcG9kL2ZvcndhcmRlci12cHAtZzd2ZnQiXSwiZXhwIjoxNjY4MDU5MDg0fQ.JfPXgvPxE0TQjM9kxmY2kKMDwQ8A6QXglI9DGTa1lXWjd2uOKfUE-bdw3qkO0LJGODI7oI86yQa3JvxfLm8aRA","expires":{"seconds":1668059084,"nanos":42831936}},{"name":"forwarder-vpp-g7vft","id":"f2910db6-e183-4a8c-b8f7-6092f817ef08","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvZm9yd2FyZGVyLXZwcC1nN3ZmdCIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvZGVmYXVsdC9wb2QvcHJveHktcHJvZHVjdHBhZ2UtdjEtNjg5NDY0ZmI4Yi14dnpyOSJdLCJleHAiOjE2NjgwNTkwODR9.9zpprc2kNdv-OVeLoRhqykpp3YNESOyEBC73qck8xiGyNneLwQ1X5ckOhro3WXo8liBUro1urCNBHxfGnns_5w","expires":{"seconds":1668059084,"nanos":228177942},"metrics":{"client_drops":"28","client_rx_bytes":"13405960","client_rx_packets":"304638","client_tx_bytes":"13404464","client_tx_packets":"304610","server_drops":"0","server_rx_bytes":"0","server_rx_packets":"0","server_tx_bytes":"31681216","server_tx_packets":"304610"}},{"name":"proxy-productpage-v1-689464fb8b-xvzr9","id":"70916717-ac24-441a-94fc-cfbc5eb8b011","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvZGVmYXVsdC9wb2QvcHJveHktcHJvZHVjdHBhZ2UtdjEtNjg5NDY0ZmI4Yi14dnpyOSIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvZm9yd2FyZGVyLXZwcC1nN3ZmdCJdLCJleHAiOjE2NjgwNTkwODR9.YycUOy0jycAQYLC4c4Zvu0kQFbtj330ljiM54TXk2xCHFQKVZU4L_tZG3fyijz5E_nYGUrjWeWhYLxv1pbsMOw","expires":{"seconds":1668059084,"nanos":317660728}}]},"network_service_endpoint_name":"proxy-productpage-v1-689464fb8b-xvzr9@my.cluster2","payload":"IP"},"mechanism_preferences":[{"cls":"LOCAL","type":"KERNEL","parameters":{"inodeURL":"inode://4/4026537647","name":"nsm-1"}}]}
Nov 10 07:25:39.572[31m [ERRO] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(8.1)          Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:25:39.572[31m [ERRO] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(7.4)         Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:25:39.572[31m [ERRO] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(6.1)        Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:25:39.573[31m [ERRO] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(5.1)       Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:25:39.573[31m [ERRO] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(4.1)      Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:25:39.573[31m [ERRO] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(3.2)     Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:25:39.573[31m [ERRO] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(2.1)    Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:25:39.573[31m [ERRO] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(1.2)   Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:25:39.573[33m [WARN] [id:productpage-v1-689464fb8b-xvzr9-0] [refreshClient:Request] [type:networkService] [0m(2.2)    refresh failed: Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = Unknown desc = Error returned from sdk/pkg/networkservice/common/connect/connectClient.Request: rpc error: code = DeadlineExceeded desc = failed to dial unix:///proc/5338/fd/31: context deadline exceeded
Nov 10 07:27:38.592[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(1) ⎆ sdk/pkg/networkservice/utils/metadata/metaDataClient.Request()
Nov 10 07:27:38.592[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(1.1)   request={"connection":{"id":"productpage-v1-689464fb8b-xvzr9-0","network_service":"autoscale-istio-proxy@my.cluster2","mechanism":{"cls":"LOCAL","type":"KERNEL","parameters":{"inodeURL":"file:///proc/thread-self/ns/net","name":"nsm-1"}},"context":{"ip_context":{"src_ip_addrs":["172.16.1.3/32"],"dst_ip_addrs":["172.16.1.2/32"],"src_routes":[{"prefix":"172.16.1.2/32"}],"dst_routes":[{"prefix":"172.16.1.3/32"}],"excluded_prefixes":["10.96.0.0/16","10.244.0.0/16"]},"dns_context":{"configs":[{"dns_server_ips":["172.16.1.2"]},{"dns_server_ips":["10.96.0.10"],"search_domains":["default.svc.cluster.local","svc.cluster.local","cluster.local"]}]},"MTU":1440},"labels":{"app":"productpage","nodeName":"kind-1-worker","podName":"productpage-v1-689464fb8b-xvzr9"},"path":{"path_segments":[{"name":"productpage-v1-689464fb8b-xvzr9","id":"productpage-v1-689464fb8b-xvzr9-0","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvZGVmYXVsdC9wb2QvcHJvZHVjdHBhZ2UtdjEtNjg5NDY0ZmI4Yi14dnpyOSIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItOGJmcXciXSwiZXhwIjoxNjY4MDY1NjE3fQ.QKeq3zbtEFLXG25YbiAJiIzb30adA4AMGc8xlBWqnpZh_zjr_uqBPjZPOucJjk_marci5Q45yZbaX8aQPJbP-A","expires":{"seconds":1668065617,"nanos":458763045}},{"name":"nsmgr-8bfqw","id":"51603155-219d-47a2-9cc2-bfbf050658bd","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItOGJmcXciLCJhdWQiOlsic3BpZmZlOi8vbnNtLmNsdXN0ZXIxL25zL25zbS1zeXN0ZW0vcG9kL2ZvcndhcmRlci12cHAtc25rZ3IiXSwiZXhwIjoxNjY4MDY1NjE3fQ.GsBLQBhsgpQnSCMI1n6o2LoKZEHQLS6iWY1VqW3G8WKb3cyrFbYkCEsLpzEkn9ehcHsPbumkXBuOL4bsOb13hg","expires":{"seconds":1668065617,"nanos":617173208}},{"name":"forwarder-vpp-snkgr","id":"f9631dce-0a87-4907-8fcb-90e79362760d","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvZm9yd2FyZGVyLXZwcC1zbmtnciIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItcHJveHktODQ0OTliYmM2OS1oOGhueCJdLCJleHAiOjE2NjgwNjU2MTh9.vZqytT2c2uRulfTP58dhDNwhCuz11U4XLaFJKmIu5QiE6-fgvynoaltDlt_j_6_5vPcbqfI3Kn-PkA27gSp8fQ","expires":{"seconds":1668065618,"nanos":18541578},"metrics":{"client_drops":"0","client_rx_bytes":"0","client_rx_packets":"0","client_tx_bytes":"34455160","client_tx_packets":"331284","server_drops":"30","server_rx_bytes":"14579560","server_rx_packets":"331314","server_tx_bytes":"14578272","server_tx_packets":"331284"}},{"name":"nsmgr-proxy-84499bbc69-h8hnx","id":"3a62e2b8-e9dd-4874-afb1-7d42d5ac5676","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjEvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItcHJveHktODQ0OTliYmM2OS1oOGhueCIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItcHJveHktODRjNjZjYjU0ZC03amNxNiJdLCJleHAiOjE2NjgwNjU2MTh9.opwQm1FkH2r0ywmHVyLlRjKsmAKt0J4YTh7-WEqeZx434x2Q_h8hRZHsAmNIECYo1rpVeiCISBb3kMLS72En4A","expires":{"seconds":1668065618,"nanos":40231547}},{"name":"nsmgr-proxy-84c66cb54d-7jcq6","id":"a8558493-9539-4107-84aa-9f7ca99feeff","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItcHJveHktODRjNjZjYjU0ZC03amNxNiIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItOHo4MjkiXSwiZXhwIjoxNjY4MDY1NjE4fQ.fBzaY9EyFlXaI3WtIdYHNRXn07xA8IWJFsw1DyJxUVxnYjSvZDlu95VF9WhxjjUZE6RYZo23VS4tNwT1zXulTQ","expires":{"seconds":1668065618,"nanos":125589039}},{"name":"nsmgr-8z829","id":"ee2152a0-c1d4-4843-a9da-6e42e61da1b7","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvbnNtZ3ItOHo4MjkiLCJhdWQiOlsic3BpZmZlOi8vbnNtLmNsdXN0ZXIyL25zL25zbS1zeXN0ZW0vcG9kL2ZvcndhcmRlci12cHAtZzd2ZnQiXSwiZXhwIjoxNjY4MDY1NjE4fQ.lY0HYd1sdDdw9IfzfNzZESfT-E-DixLBaYaJlYwB0jBHshKOIRXcStA-DfeZdeWgB0LkKYSYIpX_6Ss18i_89Q","expires":{"seconds":1668065618,"nanos":626006029}},{"name":"forwarder-vpp-g7vft","id":"f2910db6-e183-4a8c-b8f7-6092f817ef08","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvZm9yd2FyZGVyLXZwcC1nN3ZmdCIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvZGVmYXVsdC9wb2QvcHJveHktcHJvZHVjdHBhZ2UtdjEtNjg5NDY0ZmI4Yi14dnpyOSJdLCJleHAiOjE2NjgwNjU2MTh9.oL5tGRVTXLajoiTWB_4qDrE95STMEAy1Rpwb8YH-zbqTApBUJ8djdqxfcF6VjoklGjOzQVYNIT_FORpNwO9_kw","expires":{"seconds":1668065618,"nanos":829838854},"metrics":{"client_drops":"30","client_rx_bytes":"14579712","client_rx_packets":"331314","client_tx_bytes":"14578120","client_tx_packets":"331284","server_drops":"0","server_rx_bytes":"0","server_rx_packets":"0","server_tx_bytes":"34455312","server_tx_packets":"331284"}},{"name":"proxy-productpage-v1-689464fb8b-xvzr9","id":"70916717-ac24-441a-94fc-cfbc5eb8b011","token":"eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvZGVmYXVsdC9wb2QvcHJveHktcHJvZHVjdHBhZ2UtdjEtNjg5NDY0ZmI4Yi14dnpyOSIsImF1ZCI6WyJzcGlmZmU6Ly9uc20uY2x1c3RlcjIvbnMvbnNtLXN5c3RlbS9wb2QvZm9yd2FyZGVyLXZwcC1nN3ZmdCJdLCJleHAiOjE2NjgwNjU2MTh9.LTuO0PlYoLwG0DZ9LLRbhwRIkATVMouPEEJnQkW2Ze163ALrJRPRGa2h3m6jCoSfpJKBvte_f4VFLblRzlS7wQ","expires":{"seconds":1668065618,"nanos":832683549}}]},"network_service_endpoint_name":"proxy-productpage-v1-689464fb8b-xvzr9@my.cluster2","payload":"IP"},"mechanism_preferences":[{"cls":"LOCAL","type":"KERNEL","parameters":{"inodeURL":"inode://4/4026537647","name":"nsm-1"}}]}
Nov 10 07:27:38.593[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(2)  ⎆ sdk/pkg/networkservice/common/refresh/refreshClient.Request()
Nov 10 07:27:38.593[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(3)   ⎆ sdk/pkg/networkservice/common/clienturl/clientURLClient.Request()
Nov 10 07:27:38.594[37m [DEBU] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(3.1)     passed clientURL: unix:///var/lib/networkservicemesh/nsm.io.sock
Nov 10 07:27:38.594[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(4)    ⎆ sdk/pkg/networkservice/common/clientconn/clientConnClient.Request()
Nov 10 07:27:38.595[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(5)     ⎆ sdk/pkg/networkservice/common/heal/healClient.Request()
Nov 10 07:27:38.595[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(6)      ⎆ sdk/pkg/networkservice/common/dial/dialClient.Request()
Nov 10 07:27:38.596[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(7)       ⎆ sdk/pkg/networkservice/common/clientinfo/clientInfo.Request()
Nov 10 07:27:38.596[33m [WARN] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(7.1)         The label podName was already assigned to productpage-v1-689464fb8b-xvzr9. Skipping.
Nov 10 07:27:38.596[33m [WARN] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(7.2)         Environment variable CLUSTER_NAME is not set. Skipping.
Nov 10 07:27:38.596[33m [WARN] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(7.3)         Environment variable NODE_NAME is not set. Skipping.
Nov 10 07:27:38.596[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(8)        ⎆ sdk/pkg/networkservice/common/upstreamrefresh/upstreamRefreshClient.Request()
Nov 10 07:27:38.597[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(9)         ⎆ sdk-sriov/pkg/networkservice/common/token/multitoken/tokenClient.Request()
Nov 10 07:27:38.597[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(10)          ⎆ sdk/pkg/networkservice/common/mechanisms/mechanismsClient.Request()
Nov 10 07:27:38.597[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(11)           ⎆ sdk/pkg/networkservice/core/next/nextClient.Request()
Nov 10 07:27:38.598[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(12)            ⎆ sdk/pkg/networkservice/common/mechanisms/kernel/kernelMechanismClient.Request()
Nov 10 07:27:38.598[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(12.1)              request-diff={"mechanism_preferences":{"0":{"parameters":{"inodeURL":"file:///proc/thread-self/ns/net"}}}}
Nov 10 07:27:38.599[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(13)             ⎆ sdk/pkg/networkservice/common/mechanisms/sendfd/sendFDClient.Request()
Nov 10 07:27:38.599[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(13.1)               request-diff={"connection":{"mechanism":{"parameters":{"inodeURL":"inode://4/4026537647"}}},"mechanism_preferences":{"0":{"parameters":{"inodeURL":"inode://4/4026537647"}}}}
Nov 10 07:27:38.599[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(14)              ⎆ sdk/pkg/networkservice/connectioncontext/dnscontext/dnsContextClient.Request()
Nov 10 07:27:38.600[37m [TRAC] [id:productpage-v1-689464fb8b-xvzr9-0] [type:networkService] [0m(15)               ⎆ sdk/pkg/networkservice/common/excludedprefixes/excludedPrefixesClient.Request()
Nov 10 07:27:38.600[37m [DEBU] [id:productpage-v1-689464fb8b-xvzr9-0] [ExcludedPrefixesClient:Request] [type:networkService] [0m(15.1)                 Adding new excluded IPs to the request: [172.16.1.3/32 172.16.1.2/32 10.96.0.0/16 10.244.0.0/16]
